nom_centre,Lat,Lon,nitrite (mg/L),nitrate (mg/L)
SCHOENECK (19),50.136553,8.916028,0.37292324357667517,23.04504163941891
SICOVAL,43.4791607,1.5565596542213629,2.337898588544542,34.02292274831244
SOURCES,44.6365836,2.6076355,1.8027139056399903,16.73460260393317
ST FONS CENTRE,45.6936246,4.853961,0.5651562115606528,0.035278547603631694
ST JUNIEN - Fontaine,45.884795,0.8988254,1.3379859544366195,23.161981906196587
ST PARRES AUX TERTRE,48.2995938,4.120213,0.430995956313472,26.731840084240712
ST de Baie mahault,16.2819761,-61.5975777,0.0492543625373254,27.608506173478673
STE SAVINE,48.2931517,4.0565359,2.6711752604091767,36.44699171946187
Sablons,45.025378,-0.1941431,0.6446803223849731,41.92845160570862
Saint Amand,50.1639886,2.5577664,1.9781357864922802,53.53641532746325
Saint Brieuc Balzac,48.5139386,-2.7489465,0.1736804201881481,38.31518654115339
Saint-Lô Eglise,49.1244832,-1.0919492,0.5378938736387132,50.77596705272511
Saint-Remy,48.3476386,6.8283249,0.734369240996184,37.77178319171701
Sainte Adresse,49.5052482,0.0805655,0.8378883012214791,9.73979023957219
Sainte_Luce,44.8499693,5.911998,1.776187377757446,40.4195105697717
Salouel,49.8709,2.24173,0.4406116505409188,38.515345601893294
Sangatte,50.9458037,1.753713,1.1566890214791252,9.095318406161518
Sarda Garriga,42.6918346,2.8804882,0.43276670775553383,44.36593084407701
Sausset les Pins,43.332048,5.1094441,1.0139186899861592,38.10610724652813
Schlucht,-48.1652625,-74.798273792,0.1670331459623403,15.401914890114432
Scy-Chazelles,49.1144083,6.1141574,0.17753611184550566,27.02619966832084
Spicheren(14),49.187149,6.906036,1.8854662200310899,35.518476990351964
Square Pablo Casals,48.84885755,2.2860162301971405,1.0931341999518391,36.638624706678215
St Germain/Rhône,44.5549002,4.4503618,1.5724744364436563,82.57368996834677
St Jean,43.6650391,1.5039252,0.4554452633211914,20.77988283863481
St Martin d'Heres,45.1836683,5.75448,2.5731712958172084,12.941898179711853
St Omer Ribot,50.75132,2.260134389682218,0.815667816774253,1.7904757438194316
St Pierre Amiens,49.9694086,2.0863069,0.7057789719923864,40.63597518903454
St Pol mer - cheminots,51.027413,2.339900476415095,0.3084283304924569,39.05663125944677
St Romain de Colbosc,49.5313601,0.3579164,0.5716752502390867,18.12970208034193
St-Laurent-Blangy,50.2993922,2.8016229,0.057415265574404684,24.80114517939618
Stade Travet CASTRES,43.61079545,2.2312602004774105,2.212664035698386,49.779232423245226
Station Luther King,36.0935671,-80.22818140587319,0.894280111058201,21.723275927148705
Station de FORBACH,49.20205195,6.90508833002932,0.7747915344624443,29.495880744634206
Strasbourg A35,48.6506864,7.7348182,0.22337697584723915,50.04918560372403
Strasbourg A35 Remparts,48.5912939,7.7376446,0.014017266832892172,16.486291398169268
Strasbourg Clemenceau,48.5921377,7.7545035,2.7323763167406074,18.08647162238971
Strasbourg Neudorf Ecoquartier Danube,48.57294825,7.768649429943728,2.2956767606174626,41.6230796002216
Strasbourg Nord,51.0168907,2.3287485,1.6041992094045363,46.13369801774989
Strasbourg Sud 2,-22.2784375,166.4490971,0.35293596415180417,37.67032160545231
TERNAY,47.7304215,0.7774903,0.1877976341456462,56.353956777053455
TOULON CLARET,43.128642,5.9295212,2.1985889580018023,46.202642692314626
TOULON FOCH,43.1273626,5.9203848,1.3576312993553814,28.99179579217345
TRAFIC_TOULOUSE,43.6407529,1.472443483867294,1.333689500303077,43.14884029544886
TREMBLAY-EN-FRANCE,48.9802035,2.5589558,0.5827221975024836,51.07725946622696
TULLE - Hugo,45.094318,1.9394271,1.073041509666602,29.86699845813655
Tancarville Mairie,49.4876112,0.451471,0.1426059052196874,42.636424785071966
Tarbes lycée Dupuy,43.2295926,0.0626863,0.5535997403286372,16.870239611253467
Tavaux,47.0371,5.40338,2.8553176983612953,28.868719549343442
Terrain de Sel,-20.9322108,55.3343932,0.6536193052816395,73.00080253445529
Thionville-Centre,47.0219936,1.4236662,0.1346205026166638,6.851774644029717
Thionville-Garche,49.3963123,6.1991045,0.22464121189116038,71.47906445162693
Thionville-Piscine,49.3669997,6.1605408,0.9732702714649728,17.310778728600425
Toulouse Berthelot,43.6074124,1.4587021,1.5357103710532254,11.452202734808026
Toulouse Mazades,43.624012,1.4369161,0.5201138669647352,27.218576389412405
Toulouse Port de l'Embouchure,43.61070725,1.4173834651534278,0.6363296548464096,31.818997036444063
Touques,49.343477,0.1016715,0.23815274595544444,2.1941919563579937
VALLEE HUVEAUNE,43.2870731,5.456112543178572,3.9266757029522714,25.69527458608216
VAULX EN VELIN,45.7784255,4.9206153,2.326240646348139,10.507309500230058
VENACO,42.2318667,9.172566,1.9490047670879025,1.6691104738758717
VERNAISON,45.6467,4.80986,1.8700112963995736,42.174232856116966
VERSAILLES,48.8035403,2.1266886,1.8750749378212646,59.60689412263344
VILLEMOMBLE,48.881886,2.5076181,0.5018964636720271,57.469997187680406
VITRY-SUR-SEINE,48.7876,2.39164,0.9082102654582361,22.015139166487714
Valence Urb. Centre,39.6618566,-0.5723861463209208,1.2088001442078071,45.634186178598796
Valenciennes Acacias,50.3579721,3.5092483,0.6569482086061695,19.239378979342334
Valenciennes Wallon,50.36379635,3.520887281939604,2.0042608122422227,17.682818719446903
Verneuil,49.0951412,3.6729823,1.5898002656155854,47.022545668434276
Vichy,46.1239268,3.4203712,0.9777284306697851,39.61330581916142
Vieux Thann 3,47.8070778,7.1217043,0.8604706861951057,55.34560336325444
Ville de Schoelcher,47.20912,-1.5615577591690015,0.27562263682083343,11.555947184605934
Villefranche Centre ,45.9899556,4.7156708,1.8542561626592078,46.76436531082024
Vosges du Nord,48.9431083,7.460316836739455,0.8140175157270169,57.41851473525044
Wattignies,50.5878779,3.0511655,1.3178931908243383,20.79241287625564
Zone Rurale NO,50.735579650000005,-97.52596925406976,1.943607327270523,46.372937050039454
Zone Rurale Nord,49.79439345,-98.79919538399017,0.6337856117219851,32.15204281542556
Zone rurale Sud,16.0376439,-16.452431,1.3355057778344535,26.56692445975573
place de VERDUN,50.3797221,2.3394266739130387,0.010382866061848794,14.686981896354268
